,Model,Bio_term,Title,Link,Citations,Year
845,{'linear regression'},{'genomics'},"Principal components regression: Multivariate, gene-based tests in imaging genomics",https://ieeexplore.ieee.org/abstract/document/5872408/,7.0,2011.0
463,{'ordinary least squares'},{'genetics'},Genetic algorithm optimization technique for linear regression models with heteroscedastic errors,https://epubs.icar.org.in/index.php/IJAgS/article/view/17802,7.0,2012.0
671,{'ordinary least squares'},{'disease classification'},Models solely using claims-based administrative data are poor predictors of rheumatoid arthritis disease activity,https://link.springer.com/article/10.1186/s13075-017-1294-0,7.0,2017.0
939,{'ordinary least squares'},{'marine biology'},Sexual dimorphism in the relative growth of the claw weight of adult Chinese mitten crab (Eriocheir sinensis). A generalized least squares approach,https://www.tandfonline.com/doi/abs/10.1080/11250003.2013.775364,6.0,2013.0
970,{'OLS'},{'evolution'},Spatiotemporal evolution of West Africa's urban landscape characteristics applying harmonized DMSP-OLS and NPP-VIIRS nighttime light (NTL) data,https://link.springer.com/article/10.1007/s11769-022-1313-1,6.0,2022.0
48,{'OLS'},{'disease classification'},A novel class imbalance-oriented polynomial neural network algorithm for disease diagnosis,https://ieeexplore.ieee.org/abstract/document/9669281/,6.0,2021.0
520,"{'ordinary least squares', 'OLS'}",{'biodiversity'},Impact of natural disasters on biodiversity: evidence using quantile regression approach,https://research.monash.edu/en/publications/impact-of-natural-disasters-on-biodiversity-evidence-using-quanti,6.0,2019.0
159,{'ordinary least squares'},{'phylogenomics'},Bayesian phylogenomic dating,https://link.springer.com/chapter/10.1007/978-3-030-60181-2_13,6.0,2020.0
427,{'ordinary least squares'},{'developmental biology'},Extended parental provisioning and variation in vertebrate brain sizes,https://journals.plos.org/plosbiology/article?id=10.1371/journal.pbio.3002016,6.0,2023.0
528,"{'ordinary least squares', 'OLS'}",{'paleontology'},Including distorted specimens in allometric studies: linear mixed models account for deformation,https://academic.oup.com/iob/article-abstract/3/1/obab017/6277730,6.0,2021.0
253,"{'ordinary least squares', 'OLS'}","{'phylogenetics', 'phylogenomics'}",Consilience of methods for phylogenetic analysis of variance,https://academic.oup.com/evolut/article-abstract/76/7/1406/6966349,6.0,2022.0
426,{'OLS'},{'neurobiology'},Expression of oligodendrocyte and Oligoprogenitor cell proteins in frontal cortical White and gray matter: impact of adolescent development and ethanol exposure,https://www.frontiersin.org/articles/10.3389/fphar.2021.651418/full,6.0,2021.0
692,{'linear regression'},{'phylogenomics'},Multiple outgroups can cause random rooting in phylogenomics,https://www.sciencedirect.com/science/article/pii/S1055790323001069,6.0,2023.0
946,"{'ordinary least squares', 'OLS'}",{'neurobiology'},Socio-demographic predictors of prepulse inhibition: a prospective study in children and adolescents from Mexico City,https://www.sciencedirect.com/science/article/pii/S0301051118308512,6.0,2019.0
425,"{'ordinary least squares', 'OLS'}",{'disease ecology'},Exploring the socio-economic and environmental components of infectious diseases using multivariate geovisualization: West Nile Virus,https://peerj.com/articles/9577/,6.0,2020.0
513,{'linear regression'},{'phylogenomics'},Identifying and addressing methodological incongruence in phylogenomics: A review,https://onlinelibrary.wiley.com/doi/abs/10.1111/eva.13565,6.0,2023.0
993,{'ordinary least squares'},{'marine biology'},Stochastic modeling of particle movement with application to marine biology and oceanography,https://www.sciencedirect.com/science/article/pii/S0378375810002065,6.0,2010.0
635,{'linear regression'},{'phylogenomics'},Metagenomic clustering reveals microbial contamination as an essential consideration in ultraconserved element design for phylogenomics with insect museum …,https://onlinelibrary.wiley.com/doi/abs/10.1002/ece3.8625,6.0,2022.0
660,{'ordinary least squares'},{'microbiology'},Modeling the Growth of Bacteria Streptococcus sobrinus Using Exponential Regression,https://www.scielo.br/j/pboci/a/PFvygzNPhNzdrBhgNvjRtBD/,6.0,2020.0
251,"{'ordinary least squares', 'OLS'}",{'disease ecology'},"Conservation, development and the management of infectious disease: avian influenza in China, 2004–2012",https://royalsocietypublishing.org/doi/abs/10.1098/rstb.2016.0126,6.0,2017.0
585,{'linear regression'},{'medical imaging'},Linear regression model for gaussian noise estimation and removal for medical ultrasound images,https://citeseerx.ist.psu.edu/document?repid=rep1&type=pdf&doi=57aff444f0747dc9ba833ab27deef668ffded90b,6.0,2012.0
771,{'linear regression'},{'disease classification'},Parameterizing neural networks for disease classification,https://onlinelibrary.wiley.com/doi/abs/10.1111/exsy.12465,6.0,2020.0
986,{'linear regression'},{'paleontology'},Statistical pattern recognition in paleontology using SIMCA-MACUP,https://www.cambridge.org/core/journals/journal-of-paleontology/article/statistical-pattern-recognition-in-paleontology-using-simcamacup/DD3A4FFFD951037032347D882DEA0B1F,6.0,1994.0
146,{'linear regression'},{'evolution'},"Atomic structure evolution and linear regression fitting models for pre-breakdown electric field strength of FCC, BCC and HCP metal nano-emitters under high electric …",https://iopscience.iop.org/article/10.1088/1361-6463/acc7b2/meta,5.0,2023.0
1146,{'ordinary least squares'},{'environmental biology'},Weight–length relationship in fish populations reflects environmental regulation on growth,https://link.springer.com/article/10.1007/s10750-022-05072-8,5.0,2023.0
9,"{'ordinary least squares', 'OLS'}",{'neurobiology'},A comparison of Two-Stage Least Squares (TSLS) and Ordinary Least Squares (OLS) in estimating the structural relationship between after-school exercise and …,https://www.mdpi.com/2227-7390/9/23/3105,5.0,2021.0
421,{'OLS'},{'immunology'},Experimental immunology The effect of 4-undecanone and its derivatives on cellular and humoral immunity and tumor growth in mice,"https://www.termedia.pl/Experimental-immunology-The-effect-of-4-undecanone-and-its-derivatives-on-cellular-and-humoral-immunity-and-tumor-growth-in-mice,10,12161,0,1.html",5.0,2009.0
524,{'ordinary least squares'},{'medical imaging'},Improved image quality for static blade magnetic resonance imaging using the total-variation regularized least absolute deviation solver,https://www.mdpi.com/2379-139X/7/4/48,5.0,2021.0
1004,{'linear regression'},{'immunology'},Systematic analysis between inflammation-related index and sex hormones in American adults: cross-sectional research based NHANES 2013-2016,https://www.frontiersin.org/articles/10.3389/fimmu.2023.1175764/full,5.0,2023.0
967,{'OLS'},{'evolution'},Spatio-temporal pattern evolution of carbon emissions at the city-county-town scale in Fujian Province based on DMSP/OLS and NPP/VIIRS nighttime light data,https://www.sciencedirect.com/science/article/pii/S0959652624004050,5.0,2024.0
497,{'ordinary least squares'},{'marine biology'},Hierarchical non-linear mixed-effects models for estimating growth parameters of western Mediterranean solitary coral populations,https://www.sciencedirect.com/science/article/pii/S0304380016308225,5.0,2017.0
216,{'ordinary least squares'},{'biology'},Comment on “The structural relationship: regression in biology”,https://cdnsciencepub.com/doi/abs/10.1139/z10-050,5.0,2010.0
505,{'ordinary least squares'},{'immunology'},"Human immunophenotyping via low-variance, low-bias, interpretive regression modeling of small, wide data sets: Application to aging and immune response to …",https://www.sciencedirect.com/science/article/pii/S0022175916300977,5.0,2016.0
1048,{'OLS'},{'disease ecology'},The distribution of infectious diseases and extrinsic mortality across countries,https://www.tandfonline.com/doi/abs/10.1080/08898480.2012.666942,5.0,2012.0
530,"{'ordinary least squares', 'OLS'}",{'environmental biology'},Incorporating Industrial and Climatic Covariates into Analyses of Fish Health Indicators Measured in a Stream in Canada's Oil Sands Region,https://www.mdpi.com/2076-3298/9/6/73,5.0,2022.0
738,"{'ordinary least squares', 'OLS'}",{'biogeography'},On the historical biogeography of global Galliformes: ancestral range and diversification patterns,https://link.springer.com/article/10.1186/s40657-014-0003-9,5.0,2014.0
925,"{'ordinary least squares', 'OLS'}",{'phylogenetics'},Robust phylogenetic regression,https://academic.oup.com/sysbio/article-abstract/73/1/140/7456117,5.0,2024.0
938,{'linear regression'},{'systems biology'},Severe COVID-19 patients exhibit elevated levels of autoantibodies targeting cardiolipin and platelet glycoprotein with age: a systems biology approach,https://www.nature.com/articles/s41514-023-00118-0,5.0,2023.0
931,{'ordinary least squares'},{'ecology'},Sap flow as a function of variables within nested scales: Ordinary least squares vs. spatial regression models,https://iopscience.iop.org/article/10.1088/2752-664X/acd6ff/meta,5.0,2023.0
1071,{'linear regression'},{'neurobiology'},The neurobiology of childhood trauma—aldosterone and blood pressure changes in a community sample,https://www.tandfonline.com/doi/abs/10.1080/15622975.2021.2018724,5.0,2022.0
876,{'ordinary least squares'},{'microbiology'},Reconsideration of flexibility in verifying rapid alternative food microbiological methods,https://www.sciencedirect.com/science/article/pii/S0956713510000150,5.0,2010.0
895,{'ordinary least squares'},{'immunology'},Rejoinder: the authors respond,https://journals.lww.com/epidem/fulltext/2012/11000/Rejoinder__The_Authors_Respond.13.aspx,5.0,2012.0
916,{'linear regression'},{'biogeography'},Revising the global biogeography of annual and perennial plants,https://www.nature.com/articles/s41586-023-06644-x,5.0,2023.0
934,{'linear regression'},{'environmental biology'},"Seasonal distribution of Isotomina thermophilan in a secondary succession and a homegarden in Cachar, Assam",https://citeseerx.ist.psu.edu/document?repid=rep1&type=pdf&doi=1142d3d00f14ad197b567990bff5d606ae5d8935,5.0,2012.0
886,{'linear regression'},{'paleontology'},Regression Analysis in Paleobiometrics: A Reappraisal,https://www.journals.uchicago.edu/doi/abs/10.1086/627552,4.0,1970.0
879,{'linear regression'},{'paleontology'},Recovering the missing data of defective fossil specimens using linear regression method,https://www.vertpala.ac.cn/EN/Y2010/V48/I2/161,4.0,2010.0
436,{'linear regression'},{'genomics'},Fast bayesian feature selection for high dimensional linear regression in genomics via the ising approximation,https://arxiv.org/abs/1407.8187,4.0,2014.0
139,{'OLS'},{'microbiology'},"Assessment of yield attributes and industrial quality parameters of oat cultivars (Avena sativa L.) using multivariate techniques (PCA, PLS-DA and OLS-R)",https://www.researchgate.net/profile/Virgilio-Uarrota/publication/319546103_Assessment_of_Yield_Attributes_and_Industrial_Quality_Parameters_of_Oat_Cultivars_Avena_sativa_L_Using_Multivariate_Techniques_PCA_PLS-DA_and_OLS-R/links/59b29be40f7e9b37434e8aa3/Assessment-of-Yield-Attributes-and-Industrial-Quality-Parameters-of-Oat-Cultivars-Avena-sativa-L-Using-Multivariate-Techniques-PCA-PLS-DA-and-OLS-R.pdf,4.0,2017.0
370,"{'ordinary least squares', 'OLS'}",{'medical imaging'},Enhanced whole-body PET parametric imaging using hybrid regression and thresholding driven by kinetic correlations,https://ieeexplore.ieee.org/abstract/document/6551920/,4.0,2012.0
874,{'linear regression'},{'microbiology'},Realizing the value in “non-standard” parts of the qPCR standard curve by integrating fundamentals of quantitative microbiology,https://www.frontiersin.org/articles/10.3389/fmicb.2023.1048661/full,4.0,2023.0
121,{'OLS'},{'genomics'},Annotation regression for genome-wide association studies with an application to psychiatric genomic consortium data,https://link.springer.com/article/10.1007/s12561-016-9154-z,4.0,2017.0
201,{'ordinary least squares'},{'neurobiology'},Change in brain asymmetry reflects level of acute alcohol intoxication and impacts on inhibitory control,https://www.nature.com/articles/s41598-023-37305-8,4.0,2023.0
353,{'ordinary least squares'},{'biodiversity'},Economy or ecology? The relationship between biodiversity and human health in regions with different economic development,https://www.sciencedirect.com/science/article/pii/S1470160X23013808,4.0,2024.0
576,"{'ordinary least squares', 'OLS'}",{'marine biology'},"Length–weight relations of eight fish species from a small Caribbean coastal lagoon, Mexico",https://aiep.pensoft.net/article/26356/download/pdf/,4.0,2013.0
512,{'ordinary least squares'},"{'genomics', 'bioinformatics'}",Identification of relevant genes from microarray experiments based on partial least squares weights: application to cancer genomics,https://link.springer.com/chapter/10.1007/978-1-4419-0811-7_1,4.0,2009.0
688,{'ordinary least squares'},{'phylogenomics'},Multi-response phylogenetic mixed models: Concepts and application,https://www.biorxiv.org/content/10.1101/2022.12.13.520338.abstract,4.0,2022.0
848,{'linear regression'},{'paleontology'},Proloculus size and natural selection in Triticites ventricosus (Fusulinacea),https://www.jstor.org/stable/1302968,4.0,1972.0
283,{'linear regression'},{'disease ecology'},"Demography, Spatial Ecology, and Disease Ecology of the Virginia Opossum (Didelphis virginiana) in the Southeast United States",https://search.proquest.com/openview/e1ed5a5db5cd10c570ab9f314a164504/1?pq-origsite=gscholar&cbl=44156,4.0,2020.0
847,{'linear regression'},{'marine biology'},Project-based learning using a laboratory approach on learning outcomes and critical thinking in marine biology,https://ejournal.umm.ac.id/index.php/jpbi/article/view/24551,4.0,2023.0
707,{'OLS'},{'phylogenomics'},"New insights into the relationships within subtribe Scorzonerinae (Cichorieae, Asteraceae) using hybrid capture phylogenomics (Hyb-Seq)",https://www.frontiersin.org/articles/10.3389/fpls.2022.851716/full,4.0,2022.0
303,{'linear regression'},{'developmental biology'},"Developmental Biology of an Exotic Scale, Acutaspis albopicta (Hemiptera: Diaspididae)",https://academic.oup.com/jee/article-abstract/105/6/2035/794836,4.0,2012.0
459,{'ordinary least squares'},{'medical imaging'},Generalized least squares for spectral and dual energy CT: a simulation study,https://hal.science/hal-01967289/document,4.0,2018.0
1074,{'ordinary least squares'},{'genomics'},The optimal number of partial least squares components in genomic selection for pork pH,https://www.scielo.br/j/cr/a/FDLrSkJwDVTvzLqTstSymjm/?format=html,4.0,2016.0
1031,{'ordinary least squares'},{'biology'},The Use of Ordinary Least-Squares Regression in the Development of an Instrument To Measure Sexism in Biology Textbooks.,https://eric.ed.gov/?id=ED300235,4.0,1988.0
299,{'ordinary least squares'},"{'biodiversity', 'conservation'}",Development and biodiversity conservation in Sub-Saharan Africa: A spatial analysis,https://shs.hal.science/halshs-00799175/,4.0,2013.0
736,{'ordinary least squares'},{'microbiology'},On the application of statistical analysis for interpretation of experimental results in environmental microbiology,https://link.springer.com/article/10.1134/S002626171902005X,4.0,2019.0
827,{'ordinary least squares'},{'proteomics'},Predicting patient survival from proteomic profile using mass spectrometry data: an empirical study,https://www.tandfonline.com/doi/abs/10.1080/03610918.2011.636165,4.0,2013.0
529,"{'ordinary least squares', 'OLS'}",{'microbiology'},Including experimental uncertainty on the independent variables when modelling microbial dynamics: The combined effect of pH and acetic acid on the growth rate of …,https://www.sciencedirect.com/science/article/pii/S0167701218301143,3.0,2018.0
190,{'linear regression'},{'disease classification'},Brain disease classification and progression using machine learning techniques,https://link.springer.com/chapter/10.1007/978-1-4614-7245-2_1,3.0,2014.0
37,{'linear regression'},{'conservation'},A multiple Linear Regression Model to predict indoor temperature trend in historic buildings for book conservation: the case study of “Sala del Dottorato” in Palazzo …,https://iopscience.iop.org/article/10.1088/1742-6596/2069/1/012142/meta,3.0,2021.0
43,{'ordinary least squares'},{'proteomics'},A new take on missing value imputation for bottom-up label-free LC-MS/MS proteomics,https://www.biorxiv.org/content/10.1101/2023.11.09.566355.abstract,3.0,2023.0
305,{'linear regression'},{'developmental biology'},Developmental biology and seasonal phenology of Aacanthocnema dobsoni (Hemiptera: Triozidae) and the influence of climate‐mediated changes in body size on …,https://onlinelibrary.wiley.com/doi/abs/10.1111/aen.12518,3.0,2021.0
1081,{'linear regression'},{'microbiology'},The relevance of linear regression for assessing the performance of microbiological counting techniques,https://ami-journals.onlinelibrary.wiley.com/doi/abs/10.1111/j.1472-765X.1988.tb01239.x,3.0,1988.0
1140,{'linear regression'},{'neurobiology'},Virtual histology of cortical thickness reveals shared neurobiology across six psychiatric disorders,https://www.biologicalpsychiatryjournal.com/article/S0006-3223(20)31333-0/abstract,3.0,2020.0
822,{'linear regression'},{'neurobiology'},Prediabetic HbA1c and Cortical Atrophy: Underlying Neurobiology,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC10698225/,3.0,2023.0
132,{'ordinary least squares'},{'conservation'},Assessing Forest Conservation for Finland: An ARDL-Based Evaluation,https://www.mdpi.com/2071-1050/16/2/612,3.0,2024.0
681,{'OLS'},"{'genomics', 'bioinformatics'}",Monte Carlo simulation of OLS and linear mixed model inference of phenotypic effects on gene expression,https://peerj.com/articles/2575/,3.0,2016.0
905,{'linear regression'},{'marine biology'},"Reproductive biology of mangrove clams Geloina expansa (Mousson, 1849) from mangrove at Kendari Bay, Southeast Sulawesi, Indonesia",https://www.tandfonline.com/doi/abs/10.1080/17451000.2023.2185639,3.0,2023.0
347,{'OLS'},{'marine biology'},Economic Shocks in the Fisheries Sector and Maritime Piracy,https://mpra.ub.uni-muenchen.de/id/eprint/56959,3.0,2014.0
441,{'ordinary least squares'},{'phylogenomics'},"Filtration of gene trees from 9,000 exons, introns, and UCEs disentangles conflicting phylogenomic relationships in tree frogs (Hylidae)",https://academic.oup.com/gbe/article-pdf/doi/10.1093/gbe/evad070/50512636/evad070.pdf,3.0,2023.0
764,{'OLS'},{'paleontology'},Paleontology of,https://archives.datapages.com/data/bulletns/1980-81/images/pg/00650003/0550/05730a.pdf,3.0,1981.0
270,{'OLS'},{'disease classification'},Data Mining Analysis of the Parkinson's Disease,https://scholarworks.gsu.edu/cgi/viewcontent.cgi?article=1148&context=math_theses,3.0,2014.0
247,{'ordinary least squares'},{'conservation'},Conditionality contaminates conservation: Structural adjustment and land protection in less-developed nations,https://heinonline.org/hol-cgi-bin/get_pdf.cgi?handle=hein.journals/ijsoctu5&section=45,3.0,2017.0
855,{'linear regression'},{'proteomics'},"Proteomics, dietary intake, and changes in cardiometabolic health within a behavioral weight‐loss intervention: A pilot study",https://onlinelibrary.wiley.com/doi/abs/10.1002/oby.23574,3.0,2022.0
599,{'ordinary least squares'},{'proteomics'},Machine learning aided top-down proteomics on a microfluidic platform,https://www.biorxiv.org/content/10.1101/2020.11.14.381376.abstract,3.0,2020.0
668,{'ordinary least squares'},{'phylogenetics'},Modelling habitat distributions for multiple species using phylogenetics,https://nsojournals.onlinelibrary.wiley.com/doi/abs/10.1111/ecog.02423,3.0,2017.0
914,{'ordinary least squares'},{'ecology'},Rethinking the linear regression model for spatial ecological data: comment,https://www.jstor.org/stable/43494953,2.0,2015.0
554,{'ordinary least squares'},{'microbiology'},Interpretation and implications of lognormal linear regression used for bacterial enumeration,https://academic.oup.com/jaoac/article-abstract/103/4/1105/5825802,2.0,2020.0
915,{'ordinary least squares'},{'systems biology'},Review of integrative analysis challenges in systems biology,https://www.tandfonline.com/doi/abs/10.1198/sbr.2010.09027,2.0,2011.0
924,{'linear regression'},{'phylogenetics'},Robust phylogenetic regression,https://academic.oup.com/sysbio/advance-article-abstract/doi/10.1093/sysbio/syad070/7456117,2.0,2023.0
622,{'ordinary least squares'},{'medical imaging'},Max margin general linear modeling for neuroimage analyses,https://ieeexplore.ieee.org/abstract/document/6164735/,2.0,2012.0
500,{'OLS'},{'medical imaging'},Hospital competition and technology adoption: an econometric analysis of imaging technology in Japan,https://www.rieti.go.jp/jp/publications/dp/19e013.pdf,2.0,2019.0
355,{'linear regression'},{'evolution'},Effect of Polytomy on the Parameter Estimation and Goodness of Fit of Phylogenetic Linear Regression Models for Trait Evolution,https://www.mdpi.com/1424-2818/14/11/942,2.0,2022.0
506,{'OLS'},{'immunology'},Human lymphoid tissue sampling for vaccinology,https://www.frontiersin.org/articles/10.3389/fimmu.2022.1045529/full,2.0,2022.0
901,{'linear regression'},{'phylogenomics'},Repeat-based phylogenomics shed light on unclear relationships in the monocentric genus Juncus L.(Juncaceae),https://www.sciencedirect.com/science/article/pii/S1055790323002300,2.0,2023.0
326,{'linear regression'},{'disease ecology'},Disease ecology in the Democratic Republic of the Congo: integration of spatial analysis with population surveillance,https://search.proquest.com/openview/a3b289807a01643118e7df8947ce41e2/1?pq-origsite=gscholar&cbl=18750,2.0,2011.0
418,{'OLS'},{'environmental biology'},Examining the impact of financing methods and working capital management on value of the listed companies in Tehran stock exchange,https://go.gale.com/ps/i.do?id=GALE%7CA417895400&sid=googleScholar&v=2.1&it=r&linkaccess=abs&issn=19950756&p=AONE&sw=w,2.0,2014.0
439,"{'ordinary least squares', 'OLS'}",{'metabolomics'},Feature selection in metabolomics with PLS-derived methods,https://dial.uclouvain.be/pr/boreal/object/boreal%3A219770/datastream/PDF_01/view,2.0,2019.0
168,{'ordinary least squares'},{'environmental biology'},Biodiversity and thermal ecological function: The influence of freshwater algal diversity on local thermal environments,https://onlinelibrary.wiley.com/doi/abs/10.1002/ece3.5262,2.0,2019.0
1070,{'OLS'},{'paleontology'},The names don't matter but the numbers do: searching for stability in Carboniferous brachiopod paleocommunities from the North American Midcontinent,https://www.cambridge.org/core/journals/paleobiology/article/names-dont-matter-but-the-numbers-do-searching-for-stability-in-carboniferous-brachiopod-paleocommunities-from-the-north-american-midcontinent/0CF91A5018C093AABFE4A5BA739805CB,2.0,2021.0
91,{'OLS'},{'neurobiology'},Altered regulation of oligodendrocytes associated with parvalbumin neurons in the ventral hippocampus underlies fear generalization in male mice,https://www.nature.com/articles/s41386-023-01611-6,2.0,2023.0
156,{'OLS'},{'marine biology'},Bayesian hierarchical nonlinear models for estimating coral growth parameters,https://onlinelibrary.wiley.com/doi/abs/10.1002/env.2559,2.0,2019.0
856,{'linear regression'},{'proteomics'},Proteomics-Based Regression Model for Assessing the Development of Chronic Lymphocytic Leukemia,https://www.mdpi.com/2227-7382/9/1/3,2.0,2021.0
144,{'ordinary least squares'},{'neurobiology'},Associations between resting state functional brain connectivity and childhood anhedonia: A reproduction and replication study,https://journals.plos.org/plosone/article?id=10.1371/journal.pone.0277158,2.0,2023.0
618,{'OLS'},{'medical imaging'},Material decomposition in photon-counting-detector CT: threshold or bin images?,https://www.spiedigitallibrary.org/conference-proceedings-of-spie/10948/109482S/Material-decomposition-in-photon-counting-detector-CT--threshold-or/10.1117/12.2513463.short,2.0,2019.0
252,{'linear regression'},{'disease ecology'},Considering humans as habitat reveals evidence of successional disease ecology among human pathogens,https://journals.plos.org/plosbiology/article?id=10.1371/journal.pbio.3001770,2.0,2022.0
409,{'OLS'},{'medical imaging'},Evaluation of the factors that affect the efficiency of diagnostic imaging technologies in Turkey: A two-stage data envelopment analysis,https://dergipark.org.tr/en/pub/cbusbed/article/994765,2.0,2022.0
601,{'OLS'},{'systems biology'},Machine learning approach to reconstructing signalling pathways and interaction networks in biology,https://era.ed.ac.uk/handle/1842/7850,2.0,2013.0
1152,{'ordinary least squares'},{'medical imaging'},Wide-field wavefront sensing with convolutional neural networks and ordinary least squares,https://www.spiedigitallibrary.org/conference-proceedings-of-spie/11448/114484H/Wide-field-wavefront-sensing-with-convolutional-neural-networks-and-ordinary/10.1117/12.2576020.short,2.0,2020.0
484,{'ordinary least squares'},{'microbiology'},Growth of 2064 described by predictive microbiology: From primary to secondary models,https://sciendo.com/pdf/10.2478/acs-2019-0024,2.0,2019.0
487,{'ordinary least squares'},{'systems biology'},HB-PLS: A statistical method for identifying biological process or pathway regulators by integrating Huber loss and Berhu penalty with partial least squares …,https://www.maxapress.com/article/doi/10.48130/FR-2021-0006?utm_source=TrendMD&utm_medium=cpc&utm_campaign=Forestry_Research_TrendMD_0,2.0,2021.0
964,{'OLS'},{'evolution'},Spatial-Temporal Pattern Evolution of Xi'an Metropolitan Area Using DMSP/OLS and NPP/VIIRS Nighttime Light Data,https://www.mdpi.com/2071-1050/14/15/9747,2.0,2022.0
494,"{'ordinary least squares', 'OLS'}",{'systems biology'},Hierarchical Cluster-based Partial Least Squares Regression (HC-PLSR) is an efficient tool for metamodelling of nonlinear dynamic models,https://go.gale.com/ps/i.do?id=GALE%7CA441927663&sid=googleScholar&v=2.1&it=r&linkaccess=abs&issn=17520509&p=AONE&sw=w,2.0,2011.0
817,{'linear regression'},{'disease ecology'},Population genetics and disease ecology of European wild boar,https://search.proquest.com/openview/630583d52435d0c70f421f36137ebfe2/1?pq-origsite=gscholar&cbl=2026366&diss=y,2.0,2013.0
598,{'ordinary least squares'},{'disease classification'},Machine Learning-Based Prediction Models of Acute Respiratory Failure in Patients with Acute Pesticide Poisoning,https://www.mdpi.com/2227-7390/10/24/4633,2.0,2022.0
952,{'linear regression'},{'disease ecology'},Spatial and disease ecology of the Plains Spotted Skunk,https://search.proquest.com/openview/b2b0e15fb77c16e029ba301e429b26b0/1?pq-origsite=gscholar&cbl=18750&diss=y,2.0,2019.0
70,{'linear regression'},{'disease ecology'},"Addressing a Knowledge Gap in Spilogale Disease Ecology: Skunk Cranial Worm, Skrjabingylus chitwoodorum, in Spilogale putorius interrupta",https://bioone.org/journals/southeastern-naturalist/volume-20/issue-sp11/058.020.0sp1114/Addressing-a-Knowledge-Gap-in-Spilogale-Disease-Ecology--Skunk/10.1656/058.020.0sp1114.short,2.0,2021.0
653,{'linear regression'},{'phylogenetics'},Model Selection Methods for Linear Regression and Phylogenetic Reconstruction,https://core.ac.uk/download/pdf/33741213.pdf,1.0,2016.0
893,{'ordinary least squares'},{'disease classification'},Regularized least squares classifiers: applications to leukemia disease classification,https://search.proquest.com/openview/6bf80b4ac950a02a608baa1e8cb448df/1?pq-origsite=gscholar&cbl=18750&diss=y,1.0,2004.0
769,{'OLS'},{'systems biology'},Parameter sensitivity analysis for biochemical reaction networks,https://research-repository.st-andrews.ac.uk/handle/10023/17675,1.0,2019.0
258,{'ordinary least squares'},{'proteomics'},Correlating phosphoproteomic signaling with castration resistant prostate cancer survival through regression analysis,https://pubs.rsc.org/en/content/articlehtml/2014/mb/c3mb70403c,1.0,2014.0
587,{'linear regression'},{'evolution'},Linear regression strategy for differential evolution,https://dl.acm.org/doi/abs/10.1145/3449726.3463287,1.0,2021.0
237,{'ordinary least squares'},{'metabolomics'},Compound Identification Using Penalized Linear Regression on Metabolomics,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC4871161/,1.0,2016.0
226,"{'ordinary least squares', 'OLS'}",{'disease classification'},Comparison among variable selection models and its application to health dataset,https://pubs.aip.org/aip/acp/article-abstract/2414/1/040085/2869746,1.0,2023.0
126,{'ordinary least squares'},{'immunology'},Application of minimum description length criterion to assess the complexity of models in mathematical immunology,https://www.degruyter.com/document/doi/10.1515/rnam-2022-0022/html,1.0,2022.0
1125,{'ordinary least squares'},{'metabolomics'},Use of multivariate statistical methods for the analysis of metabolomic data,https://riunet.upv.es/handle/10251/130847,1.0,2019.0
114,{'ordinary least squares'},"{'biology', 'systems biology'}",Analysis of factors affecting the growth of oil bodies in A. Thaliana seeds: use of ordinary least squares and quantile regression,https://policycommons.net/artifacts/15819629/analysis-of-factors-affecting-the-growth-of-oil-bodies-in-a-thaliana-seeds/16710488/,1.0,2013.0
1006,{'linear regression'},{'systems biology'},Systems Biology Approaches to Understanding COVID-19 Spread in the Population,https://link.springer.com/protocol/10.1007/978-1-0716-3577-3_15,1.0,2023.0
510,{'ordinary least squares'},{'systems biology'},Identifiability and Regression Analysis of Biological Systems Models: Statistical and Mathematical Foundations and R Scripts,https://books.google.com/books?hl=en&lr=&id=yojUDwAAQBAJ&oi=fnd&pg=PR7&dq=%22ordinary+least+squares%22+%22systems+biology%22&ots=mVIBBXiReb&sig=j8717sH5p6oxU-mYwivnn9DFgG0,1.0,2020.0
438,{'ordinary least squares'},{'bioinformatics'},Feature Selection for High-Dimensional Varying Coefficient Models via Ordinary Least Squares Projection,https://link.springer.com/article/10.1007/s40304-022-00326-2,1.0,2023.0
969,{'OLS'},{'marine biology'},Spatiotemporal analysis of marine environmental influence on the distribution of chub mackerel in the Northwest Pacific Ocean based on geographical and temporal …,https://www.sciencedirect.com/science/article/pii/S1385110124000479,1.0,2024.0
286,{'ordinary least squares'},{'systems biology'},Design of experiments for steady-state system identification with applications in genetic and business network modelinG,https://www.tandfonline.com/doi/abs/10.1080/21681015.2020.1784299,1.0,2020.0
395,{'OLS'},{'environmental biology'},Estimation of factors affecting rice import in Iran.,http://www.aensiweb.net/AENSIWEB/aeb/aeb/November%202014/352-356.pdf,1.0,2014.0
906,{'OLS'},{'phylogenomics'},Resampling residuals on phylogenetic trees: Extended results,https://www.academia.edu/download/70829332/1101.0020.pdf,1.0,2010.0
526,"{'ordinary least squares', 'OLS'}",{'disease classification'},Improving LASSO performance for Grey Leaf Spot disease resistance prediction based on genotypic data by considering all possible two-way SNP interactions,https://academic.oup.com/ib/article-abstract/4/5/564/5208387,1.0,2012.0
